index_No,メーカー,シリーズ,車名,限定・専売モデル,品番,発売日,年度(表記無しの対応は0000),単一商品フラグ,正規表現名,フレームサイズ,タイヤサイズ,単一タイヤサイズ,タイヤサイズ詳細,色,正規表現色,メーカー希望小売価格（税抜）,ボルト,アンペア,車両重量,エコ(弱)モード走行距離,標準(オート)モード,強モード,変速,最低適応身長（目安）,幼児2人同時適応身長,サドル高さ（最低）,リヤキャリア,低床フレーム,前輪駆動,登録日
776,パナソニック,,XU1,,,,2018,,/XU1/ius,,700,1,700×50C,マットロイヤルブルー,/マットロイヤルブルー/ius,225000,36,8,24.5,82,57,44,外装9段 ,159,,850,標準装備,,,20190103
777,パナソニック,,XM2,,,,2018,,/xm2/ius,,27.5,1,27.5×2.2HE,マットチャコールブラック,/マットチャコールブラック/ius,380000,36,12,24,107,75,61,20段,157,,800,,,,20190103
778,パナソニック,,XM1,,,,2018,,/xm1/ius,,27.5,1,27.5×2.2HE,マットチャコールブラック,/マットチャコールブラック/ius,330000,36,8,22.1,78,54,42,外装10段,157,,800,,,,20190103
779,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,マットジェットブラック,/マットジェットブラック/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
780,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,マットクラウディグレー,/マットクラウディグレー/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
781,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,デザートイエロー,/デザートイエロー/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
782,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,アクティブホワイト,/アクティブホワイト/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
783,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,マットブルーグレー,/マットブルーグレー/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
784,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,マットディープグリーン,/マットディープグリーン/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
785,パナソニック,,SW イオン限定,イオン限定,,,0000,1,/SW[\\s・]?イオン限定モデル/ius,,20,1,20×1.75HE/20×2.125HE,ロイヤルレッド,/ロイヤルレッド/ius,,25.2,8,24.1,,36,,,147,,775,クラス27標準装備,低床,,20181217
786,パナソニック,,SW,,,,2018,,/^(カゴ付き).*SW/ius,,20,1,20×1.75HE/20×2.125HE,マットジェットブラック,/マットジェットブラック/ius,75000,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
787,パナソニック,,SW,,,,2018,,/^(カゴ付き).*SW/ius,,20,1,20×1.75HE/20×2.125HE,マットクラウディグレー,/マットクラウディグレー/ius,75000,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
788,パナソニック,,SW,,,,2018,,/^(カゴ付き).*SW/ius,,20,1,20×1.75HE/20×2.125HE,デザートイエロー,/デザートイエロー/ius,75000,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
789,パナソニック,,Jコンセプト,,BE-JELJ01A ,,2018,,/jコンセプト/ius,,20,1,20×1.50HE,マットナイト,/マットナイト/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20181217
790,パナソニック,,Jコンセプト,,BE-JELJ01A ,,2018,,/jコンセプト/ius,,20,1,20×1.50HE,クリスタルホワイト,/クリスタルホワイト/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20181217
791,パナソニック,,Jコンセプト,,BE-JELJ01A ,,2018,,/jコンセプト/ius,,20,1,20×1.50HE,エバーグリーン,/エバーグリーン/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20181217
792,パナソニック,,Jコンセプト,,BE-JELJ01A ,,2018,,/jコンセプト/ius,,20,1,20×1.50HE,レッドリーブス,/レッドリーブス/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20181217
793,パナソニック,,Jコンセプト,,,,2017,,/jコンセプト/ius,,20,1,20×1.50HE,マットナイト,/マットナイト/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20190105
794,パナソニック,,Jコンセプト,,,,2017,,/jコンセプト/ius,,20,1,20×1.50HE,クリスタルホワイト,/クリスタルホワイト/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20190105
795,パナソニック,,Jコンセプト,,,,2017,,/jコンセプト/ius,,20,1,20×1.50HE,エバーグリーン,/エバーグリーン/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20190105
796,パナソニック,,Jコンセプト,,,,2017,,/jコンセプト/ius,,20,1,20×1.50HE,レッドリーブス,/レッドリーブス/ius,110000,25.2,12,18.2,91,61,50,,142,,745,取付可,,,20190105
797,パナソニック,,EZ,,BE-ELZ032,,2018,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットナイト,/マットナイト/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20181217
798,パナソニック,,EZ,,BE-ELZ032,,2018,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットオリーブ,/マットオリーブ/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20181217
799,パナソニック,,EZ,,BE-ELZ032,,2018,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットゴールド,/マットゴールド/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20181217
800,パナソニック,,EZ,,BE-ELZ032A,,2019,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットナイト,/マットナイト/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20180330
801,パナソニック,,EZ,,BE-ELZ032A,,2019,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットオリーブ,/マットオリーブ/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20180330
802,パナソニック,,EZ,,BE-ELZ032A,,2019,,/(ez|イーゼット)/ius,,20,1,20×2.125HE,マットゴールド,/マットゴールド/ius,117000,25.2,8,22.5,52,35,31,内装3段,149,,785,標準装備,,,20180330
803,パナソニック,,BP02,,,,2018,,/bp02/ius,,26,1,26×1.75HE,ジェットブラック,/ジェットブラック/ius,131000,25.2,12,24.8,74,54,46,内装3段,149,,790,標準装備,,,20181217
804,パナソニック,,BP02,,,,2018,,/bp02/ius,,26,1,26×1.75HE,ショアブルー,/ショアブルー/ius,131000,25.2,12,24.8,74,54,46,内装3段,149,,790,標準装備,,,20181217
805,パナソニック,,BP02,,,,2018,,/bp02/ius,,26,1,26×1.75HE,デザートイエロー,/デザートイエロー/ius,131000,25.2,12,24.8,74,54,46,内装3段,149,,790,標準装備,,,20181217
806,パナソニック,,BP02,,,,2017,,/bp02/ius,,26,1,26×1.75HE,ショアブルー,/ショアブルー/ius,131000,25.2,12,24.8,74,54,46,内装3段,149,,790,標準装備,,,20190106
807,ジック,トランスモバイリー,ULTRA LIGHT E-BIKE TRANS MOBILLY,,,,0000,1,/TRANS[\\s・]? MOBILLY/ius,,14,1,14×1.75,ブラック,/ブラック/ius,,24,2.8,11.9,,12,,,,,,,,,20181231
808,ジック,トランスモバイリー,ULTRA LIGHT E-BIKE TRANS MOBILLY,,,,0000,1,/TRANS[\\s・]? MOBILLY/ius,,14,1,14×1.75,レッド,/レッド/ius,,24,2.8,11.9,,12,,,,,,,,,20181231
809,ジック,トランスモバイリー,ULTRA LIGHT E-BIKE TRANS MOBILLY,,,,0000,1,/TRANS[\\s・]? MOBILLY/ius,,14,1,14×1.75,ホワイト,/ホワイト/ius,,24,2.8,11.9,,12,,,,,,,,,20181231
810,カイホウ,SUISUI,BM-P10,,,,0000,1,/bm-p10/ius,,26,1,,ホワイト,/ホワイト/ius,,24,5.8,25.4,35,,,内装3段,,,800,クラス27標準装備,低床,前輪駆動,20181217
811,カイホウ,SUISUI,BM-P10,,,,0000,1,/bm-p10/ius,,26,1,,ネイビー,/ネイビー/ius,,24,5.8,25.4,35,,,内装3段,,,800,クラス27標準装備,低床,前輪駆動,20181217
812,カイホウ,SUISUI,BM-E50,,,,0000,1,/bm-e50/ius,,20,1,,ネイビー,/ネイビー/ius,,24,5.8,18.5,30,,,,,,815,,,,20181217
813,カイホウ,SUISUI,BM-A30,,,,0000,1,/bm-a30/ius,,20,1,,ブラック,/ブラック/ius,,24,5.8,18.5,30,,,外装６段,,,740,,,,20181217
814,カイホウ,SUISUI,BM-A30,,,,0000,1,/bm-a30/ius,,20,1,,ホワイト,/ホワイト/ius,,24,5.8,18.5,30,,,外装６段,,,740,,,,20181217
815,イオン,,ネオサージュe,イオン限定,,,0000,1,/ネオサージュ[\\s・]?e/ius,,27,1,27.5×1.95,ブラック,/ブラック/ius,,,6,27,25,21,18,内装3段,150,,,クラス27標準装備,,前輪駆動,20190109
816,イオン,,ネオサージュe,イオン限定,,,0000,1,/ネオサージュ[\\s・]?e/ius,,27,1,27.5×1.95,ガンメタ,/ガンメタ/ius,,,6,27,25,21,18,内装3段,150,,,クラス27標準装備,,前輪駆動,20190109
817,イオン,,ネオサージュe,イオン限定,,,0000,1,/ネオサージュ[\\s・]?e/ius,,27,1,27.5×1.95,ネイビー,/ネイビー/ius,,,6,27,25,21,18,内装3段,150,,,クラス27標準装備,,前輪駆動,20190109
818,イオン,,アレグレスe,イオン限定,,,0000,1,/アレグレス[\\s・]?e/ius,,27,1,,ブラック,/ブラック/ius,,,6.4,20.6,37,22,17,外装7段,155,,,取付可,,前輪駆動,20190330
819,イオン,,アレグレスe,イオン限定,,,0000,1,/アレグレス[\\s・]?e/ius,,27,1,,シルバー,/シルバー/ius,,,6.4,20.6,37,22,17,外装7段,155,,,取付可,,前輪駆動,20190330
820,イオン,,アレグレスe,イオン限定,,,0000,1,/アレグレス[\\s・]?e/ius,,27,1,,パープル,/パープル/ius,,,6.4,20.6,37,22,17,外装7段,155,,,取付可,,前輪駆動,20190330
821,TSINOVA,,TS01,,,,0000,1,/TS01/ius,,20,1,,マットブラック,/マットブラック/ius,,36,5.8,14,,70,,,145,,,,,,20190108
822,TSINOVA,,TS01,,,,0000,1,/TS01/ius,,20,1,,アクア,/アクア/ius,,36,5.8,14,,70,,,145,,,,,,20190108
823,TSINOVA,,TS01,,,,0000,1,/TS01/ius,,20,1,,ホワイト,/ホワイト/ius,,36,5.8,14,,70,,,145,,,,,,20190108
824,TSINOVA,,TS01,,,,0000,1,/TS01/ius,,20,1,,ネイビー,/ネイビー/ius,,36,5.8,14,,70,,,145,,,,,,20190108
825,TSINOVA,,ALIAS,,,,0000,1,/ALIAS/ius,,20,1,,ブラック,/ブラック/ius,,36,5.8,16.8,,50,,,145,,,,,,20190108
826,TSINOVA,,ALIAS,,,,0000,1,/ALIAS/ius,,20,1,,シルバー,/シルバー/ius,,36,5.8,16.8,,50,,,145,,,,,,20190108
827,TSINOVA,,ALIAS,,,,0000,1,/ALIAS/ius,,20,1,,グリーン,/グリーン/ius,,36,5.8,16.8,,50,,,145,,,,,,20190108
828,QiCYCLE,,EF-1 PRO,,,,0000,1,/EF-1[\\s・]?pro/ius,,16,1,16×1.75 E/V,ホワイト,/(ホワイト|white)/ius,,36,5.8,15.8,45,35,30,内装3段,150,,740,,,前輪駆動,20190102
829,QiCYCLE,,EF-1 PRO,,,,0000,1,/EF-1[\\s・]?pro/ius,,16,1,16×1.75 E/V,ブラック,/(ブラック|black)/ius,,36,5.8,15.8,45,35,30,内装3段,150,,740,,,前輪駆動,20190102
830,MIZUTANI,Seraph,E-01S,,E-01S,20190123,0000,1,/E-01S/ius,450,700,1,700ｘ32ｃ,パールホワイト,/パールホワイト/ius,380000,36,11.6,17.5,,,,外装10段,155,,,取付可,,,20190306
831,MIZUTANI,Seraph,E-01S,,E-01S,,0000,1,/E-01S/ius,500,700,1,700ｘ32ｃ,パールホワイト,/パールホワイト/ius,380000,36,11.6,17.5,,,,外装10段,165,,,取付可,,,20190306
832,miyata,,CRUISE,,VCR438,,0000,,/(CRUISE|クルーズ)/ius,430,700,1,700×28C,クリアブラック,/クリアブラック/ius,269000,36,11.6,18.7,115,106,78,外装9段,150,,,取付可,,,20190306
833,miyata,,CRUISE,,VCR438,,0000,,/(CRUISE|クルーズ)/ius,430,700,1,700×28C,ピュアホワイトパール,/ピュアホワイトパール/ius,269000,36,11.6,18.7,115,106,78,外装9段,150,,,取付可,,,20190306
834,miyata,,CRUISE,,VCR468,,0000,,/(CRUISE|クルーズ)/ius,460,700,1,700×28C,クリアブラック,/クリアブラック/ius,269000,36,11.6,18.7,115,106,78,外装9段,150,,,取付可,,,20190306
835,miyata,,CRUISE,,VCR468,,0000,,/(CRUISE|クルーズ)/ius,460,700,1,700×28C,ピュアホワイトパール,/ピュアホワイトパール/ius,269000,36,11.6,18.7,115,106,78,外装9段,150,,,取付可,,,20190306
836,LOUIS GARNEAU,LGS-EA,LGS-EA26,,,,2018,1,/LGS[\\s・-]?EA26/ius,,26,1,26×1.90,マットホワイト,/(マット[\\s\\.・]?ホワイト|matt[\\s\\.]?white)/ius,134980,,13.2,24.6,96,,,内装3段,137,,,標準装備,低床,,20190102
837,LOUIS GARNEAU,LGS-EA,LGS-EA20,,,,2018,1,/LGS[\\s・-]?EA20/ius,,20/18,1,20×1.95/18×2.125,マットブラック,/(マット[\\s\\.・]?ブラック|matt[\\s\\.]?black)/ius,129000,,13.2,26.5,81,,,内装3段,135,,,標準装備,低床,,20190102
838,LOUIS GARNEAU,LGS-EA,LGS-EA20,,,,2018,1,/LGS[\\s・-]?EA20/ius,,20/18,1,20×1.95/18×2.125,マットホワイト,/(マット[\\s\\.・]?ホワイト|matt[\\s\\.]?white)/ius,129000,,13.2,26.5,81,,,内装3段,135,,,標準装備,低床,,20190102
839,LOUIS GARNEAU,ASCENT,ASCENT mini,,,,2019,1,/ascent[\\s・]mini/ius,,20/18,1,20×1.95/18×2.125,LGホワイト,/LGホワイト/ius,139320,,12.3,24.2,77,,,内装3段,135,,,標準装備,低床,,20181217
840,LOUIS GARNEAU,ASCENT,ASCENT mini,,,,2019,1,/ascent[\\s・]mini/ius,,20/18,1,20×1.95/18×2.125,マットカーキ,/マットカーキ/ius,139320,,12.3,24.2,77,,,内装3段,135,,,標準装備,低床,,20181217
841,LOUIS GARNEAU,ASCENT,ASCENT mini,,,,2019,1,/ascent[\\s・]mini/ius,,20/18,1,20×1.95/18×2.125,ディープオレンジ,/ディープオレンジ/ius,139320,,12.3,24.2,77,,,内装3段,135,,,標準装備,低床,,20181217
842,LOUIS GARNEAU,ASCENT,ASCENT mini,,,,2019,1,/ascent[\\s・]mini/ius,,20/18,1,20×1.95/18×2.125,ライラック,/ライラック/ius,139320,,12.3,24.2,77,,,内装3段,135,,,標準装備,低床,,20181217
843,LOUIS GARNEAU,ASCENT,ASCENT e-sports,,,,2019,1,/ASCENT[\\s・]?e-sports/ius,,20,1,20×1.95,LGホワイト,/(LGホワイト|LG[\\s・]?white)/ius,330000,,,18,115,,,外装10段,145,,,取付可,,,20190103
844,LOUIS GARNEAU,ASCENT,ASCENT e-sports,,,,2019,1,/ASCENT[\\s・]?e-sports/ius,,20,1,20×1.95,マットブラック,/(マットブラック|MATT[\\s・]?black)/ius,330000,,,18,115,,,外装10段,145,,,取付可,,,20190103
845,LOUIS GARNEAU,ASCENT,ASCENT deluxe,,,,2019,1,/ascent[\\s・]deluxe/ius,,20,1,20×1.95/20×2.125,LGホワイト,/LGホワイト/ius,162000,,12.3,29.8,61,,,内装3段,135,,,クラス27標準装備,低床,,20181217
846,LOUIS GARNEAU,ASCENT,ASCENT deluxe,,,,2019,1,/ascent[\\s・]deluxe/ius,,20,1,20×1.95/20×2.125,マットブラック,/マットブラック/ius,162000,,12.3,29.8,61,,,内装3段,135,,,クラス27標準装備,低床,,20181217
847,LOUIS GARNEAU,ASCENT,ASCENT deluxe,,,,2019,1,/ascent[\\s・]deluxe/ius,,20,1,20×1.95/20×2.125,アンティークピンク,/アンティークピンク/ius,162000,,12.3,29.8,61,,,内装3段,135,,,クラス27標準装備,低床,,20181217
848,LOUIS GARNEAU,ASCENT,ASCENT deluxe,,,,2019,1,/ascent[\\s・]deluxe/ius,,20,1,20×1.95/20×2.125,スモークブルー,/スモークブルー/ius,162000,,12.3,29.8,61,,,内装3段,135,,,クラス27標準装備,低床,,20181217
849,LOUIS GARNEAU,ASCENT,ASCENT city,,,,2019,,/ascent[\\s・]city/ius,,26,1,26×1.90,オーシャンブルー,/オーシャンブルー/ius,145800,,12.3,22.4,88,,,内装3段,137,,,クラス27取付可,,,20181217
850,LOUIS GARNEAU,ASCENT,ASCENT city,,,,2019,1,/ascent[\\s・]city/ius,,26,1,26×1.90,LGホワイト,/LGホワイト/ius,145800,,12.3,22.4,88,,,内装3段,137,,,クラス27取付可,,,20181217
851,LOUIS GARNEAU,ASCENT,ASCENT city,,,,2019,1,/ascent[\\s・]city/ius,,26,1,26×1.90,マットブラック,/マットブラック/ius,145800,,12.3,22.4,88,,,内装3段,137,,,クラス27取付可,,,20181217
852,LOUIS GARNEAU,ASCENT,ASCENT city,,,,2019,1,/ascent[\\s・]city/ius,,26,1,26×1.90,LGレッド,/LGレッド/ius,145800,,12.3,22.4,88,,,内装3段,137,,,クラス27取付可,,,20181217
853,LOUIS GARNEAU,ASCENT,ASCENT city,,,,2019,1,/ascent[\\s・]city/ius,,26,1,26×1.90,ディープオレンジ,/ディープオレンジ/ius,145800,,12.3,22.4,88,,,内装3段,137,,,クラス27取付可,,,20181217
854,giant,ESXAPE,RX-E+,,RX-E+,,0000,,/RX\\-E\\+/ius,445,700,1,700x32C,アイスグレイ,/アイスグレイ/ius,280000,36,13.8,20,225,110,90,外装10段,155,,,取付可,,,20190306
855,giant,ESXAPE,RX-E+,,RX-E+,,0000,,/RX\\-E\\+/ius,445,700,1,700x32C,ブラック,/ブラック/ius,280000,36,13.8,20,225,110,90,外装10段,155,,,取付可,,,20190306
856,giant,ESXAPE,RX-E+,,RX-E+,,0000,,/RX\\-E\\+/ius,485,700,1,700x32C,アイスグレイ,/アイスグレイ/ius,280000,36,13.8,20,225,110,90,外装10段,165,,,取付可,,,20190306
857,giant,ESXAPE,RX-E+,,RX-E+,,0000,,/RX\\-E\\+/ius,485,700,1,700x32C,ブラック,/ブラック/ius,280000,36,13.8,20,225,110,90,外装10段,165,,,取付可,,,20190306
858,FUKAYA,DAVOS,DAVOS E-600,,,,0000,1,/DAVOS[\\s・]?E-600/ius,,700,1,700ｘ32ｃ,マッハシルバー,/マッハシルバー/ius,430000,,,17.8,140,130,95,外装10段,,,,取付可,,,20190103
859,EISAN,,BENERO26,,,,0000,1,/benero[\\s・]26/ius,,26,1,26×1-3/8,ホワイト,/ホワイト/ius,,25,6,27,,,20,外装6段,143,,795,クラス27標準装備,低床,,20181217
860,EISAN,,BENERO26,,,,0000,1,/benero[\\s・]26/ius,,26,1,26×1-3/8,ブルー,/ブルー/ius,,25,6,27,,,20,外装6段,143,,795,クラス27標準装備,低床,,20181217
861,EISAN,,BENERO26,,,,0000,1,/benero[\\s・]26/ius,,26,1,26×1-3/8,レッド,/レッド/ius,,25,6,27,,,20,外装6段,143,,795,クラス27標準装備,低床,,20181217
862,EISAN,,BENERO26,,,,0000,1,/benero[\\s・]26/ius,,26,1,26×1-3/8,グリーン,/グリーン/ius,,25,6,27,,,20,外装6段,143,,795,クラス27標準装備,低床,,20181217
863,EISAN,,BENERO26,,,,0000,1,/benero[\\s・]26/ius,,26,1,26×1-3/8,ブラック,/ブラック/ius,,25,6,27,,,20,外装6段,143,,795,クラス27標準装備,低床,,20181217
864,EISAN,,BENERO203,,,,0000,1,/benero[\\s・]203/ius,,20,1,20×2.125,パールホワイト,/パールホワイト/ius,,25,8.4,23,36,31,23,内装3段,,,765,クラス27標準装備,低床,前輪駆動,20181217
