index_No,メーカー,シリーズ,車名,限定・専売モデル,品番,発売日,年度(表記無しの対応は0000),単一商品フラグ,正規表現名,フレームサイズ,タイヤサイズ,単一タイヤサイズ,タイヤサイズ詳細,色,正規表現色,メーカー希望小売価格（税抜）,ボルト,アンペア,車両重量,エコ(弱)モード走行距離,標準(オート)モード,強モード,変速,最低適応身長（目安）,幼児2人同時適応身長,サドル高さ（最低）,リヤキャリア,低床フレーム,前輪駆動,登録日
672,パナソニック,ギュット,ギュット・ミニ・DX,,,,2018,,/ギュット[\\s・]?ミニ[\\s・]?[dＤ][xＸ]/ius,,20,1,20×2.0HE,マットダークグリーン,/マットダークグリーン/ius,142000,25.2,16,33.3,80,60,50,内装3段,141,154,725,クラス27標準装備,低床,,20181217
673,パナソニック,ギュット,ギュット・ミニ・DX,,,,2018,,/ギュット[\\s・]?ミニ[\\s・]?[dＤ][xＸ]/ius,,20,1,20×2.0HE,ロイヤルレッド,/ロイヤルレッド/ius,142000,25.2,16,33.3,80,60,50,内装3段,141,154,725,クラス27標準装備,低床,,20181217
674,パナソニック,ギュット,ギュット・ミニ・DX,,,,2018,,/ギュット[\\s・]?ミニ[\\s・]?[dＤ][xＸ]/ius,,20,1,20×2.0HE,マットブルーグレー,/マットブルーグレー/ius,142000,25.2,16,33.3,80,60,50,内装3段,141,154,725,クラス27標準装備,低床,,20181217
675,パナソニック,ギュット,ギュット・ミニ・DX,,,,2018,,/ギュット[\\s・]?ミニ[\\s・]?[dＤ][xＸ]/ius,,20,1,20×2.0HE,マットネイビー,/マットネイビー/ius,142000,25.2,16,33.3,80,60,50,内装3段,141,154,725,クラス27標準装備,低床,,20181217
676,パナソニック,ギュット,ギュット・ミニ・DX,,,,2018,,/ギュット[\\s・]?ミニ[\\s・]?[dＤ][xＸ]/ius,,20,1,20×2.0HE,パウダーイエロー,/パウダーイエロー/ius,142000,25.2,16,33.3,80,60,50,内装3段,141,154,725,クラス27標準装備,低床,,20181217
677,パナソニック,ギュット,ギュット・ステージ・22,,,,2018,,/ギュット[\\s・]?ステージ/ius,,22,1,22×1-1/2 WO,ホワイトグレー,/ホワイトグレー/ius,124000,25.2,12,29.2,70,52,40,内装3段,145,159,740,クラス27標準装備,低床,,20181217
678,パナソニック,ギュット,ギュット・ステージ・22,,,,2018,,/ギュット[\\s・]?ステージ/ius,,22,1,22×1-1/2 WO,マットカーキグリーン,/マットカーキグリーン/ius,124000,25.2,12,29.2,70,52,40,内装3段,145,159,740,クラス27標準装備,低床,,20181217
679,パナソニック,ギュット,ギュット・ステージ・22,,,,2018,,/ギュット[\\s・]?ステージ/ius,,22,1,22×1-1/2 WO,マットブラッドオレンジ,/マットブラッドオレンジ/ius,124000,25.2,12,29.2,70,52,40,内装3段,145,159,740,クラス27標準装備,低床,,20181217
680,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,シアースカーレット,/(シアースカーレット|シアスカーレット)/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
681,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,マットディープグレー,/マットディープグレー/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
682,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,マットネイビー,/マットネイビー/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
683,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,グレイッシュレディブルー,/グレイッシュレディブルー/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
684,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,ブルー,/ブルー/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
685,パナソニック,ギュット,ギュット・クルーム・EX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,マットハニー,/マットハニー/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
686,パナソニック,ギュット,ギュット・クルーム・EX,1000台限定,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?ex/ius,,20,1,20×1.95HE,マットファインオレンジ,/マットファインオレンジ/ius,165800,25.2,16,32.7,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
687,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,グレイッシュレディブルー,/グレイッシュレディブルー/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
688,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,マットオリーブ,/マットオリーブ/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
689,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,モダングレー,/モダングレー/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
690,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,マットディープグレー,/マットディープグレー/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
691,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,シアースカーレット,/(シアースカーレット|シアスカーレット)/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
692,パナソニック,ギュット,ギュット・クルーム・DX,,,20181203,2019,,/ギュット[\\s・]?クルーム[\\s・]?dx/ius,,20,1,20×1.95HE,マットネイビー,/マットネイビー/ius,149800,25.2,16,32.2,80,60,50,内装3段,142,154,730,クラス27標準装備,低床,,20181217
693,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,マットジェットブラック,/マットジェットブラック/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
694,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,オフホワイト,/オフホワイト/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
695,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,マットオリーブ,/マットオリーブ/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
696,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,マットネイビー,/マットネイビー/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
697,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,マットブルーグレー,/マットブルーグレー/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
698,パナソニック,ギュット,ギュット・アニーズ・SX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?sx/ius,,20,1,20×2.125 HE,マットハニー,/マットハニー/ius,134800,25.2,12,33.2,60,45,37,内装3段,142,155,735,クラス27標準装備,低床,,20181217
699,パナソニック,ギュット,ギュット・アニーズ・KE,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?ke/ius,,20,1,20×2.125HE,マットジェットブラック,/マットジェットブラック/ius,198000,25.2,20,35.1,100,76,63,内装3段,142,155,735,クラス27標準装備,低床,,20181217
700,パナソニック,ギュット,ギュット・アニーズ・KE,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?ke/ius,,20,1,20×2.125HE,ホワイトグレー,/ホワイトグレー/ius,198000,25.2,20,35.1,100,76,63,内装3段,142,155,735,クラス27標準装備,低床,,20181217
701,パナソニック,ギュット,ギュット・アニーズ・KE,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?ke/ius,,20,1,20×2.125HE,マットオリーブ,/マットオリーブ/ius,198000,25.2,20,35.1,100,76,63,内装3段,142,155,735,クラス27標準装備,低床,,20181217
702,パナソニック,ギュット,ギュット・アニーズ・KE,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?ke/ius,,20,1,20×2.125HE,マットフォースブラウン,/マットフォースブラウン/ius,198000,25.2,20,35.1,100,76,63,内装3段,142,155,735,クラス27標準装備,低床,,20181217
703,パナソニック,ギュット,ギュット・アニーズ・KD,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?kd/ius,,20,1,20×2.125HE,アズキクリーム,/(アズキクリーム)/ius,158000,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20190102
704,パナソニック,ギュット,ギュット･アニーズ・F・DX,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?F[\\s・]?dx/ius,,26,1,26×1.75 HE,マットナイト,/マットナイト/ius,139000,25.2,16,34.1,96,70,60,内装3段,146,162,735,クラス27標準装備,,,20190104
705,パナソニック,ギュット,ギュット･アニーズ・F・DX,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?F[\\s・]?dx/ius,,26,1,26×1.75 HE,アクティブホワイト,/アクティブホワイト/ius,139000,25.2,16,34.1,96,70,60,内装3段,146,162,735,クラス27標準装備,,,20190104
706,パナソニック,ギュット,ギュット･アニーズ・F・DX,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?F[\\s・]?dx/ius,,26,1,26×1.75 HE,ロイヤルレッド,/ロイヤルレッド/ius,139000,25.2,16,34.1,96,70,60,内装3段,146,162,735,クラス27標準装備,,,20190104
707,パナソニック,ギュット,ギュット･アニーズ・F・DX,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?F[\\s・]?dx/ius,,26,1,26×1.75 HE,マットグレージュ,/マットグレージュ/ius,139000,25.2,16,34.1,96,70,60,内装3段,146,162,735,クラス27標準装備,,,20190104
708,パナソニック,ギュット,ギュット･アニーズ・F・DX,,,,2018,,/ギュット[\\s・]?アニーズ[\\s・]?F[\\s・]?dx/ius,,26,1,26×1.75 HE,マットネイビー,/マットネイビー/ius,139000,25.2,16,34.1,96,70,60,内装3段,146,162,735,クラス27標準装備,,,20190104
709,パナソニック,ギュット,ギュット・アニーズ・EX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?ex/ius,,20,1,20×2.125 HE,マットジェットブラック,/マットジェットブラック/ius,158800,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
710,パナソニック,ギュット,ギュット・アニーズ・EX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?ex/ius,,20,1,20×2.125 HE,オフホワイト,/オフホワイト/ius,158800,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
711,パナソニック,ギュット,ギュット・アニーズ・EX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?ex/ius,,20,1,20×2.125 HE,マットオリーブ,/マットオリーブ/ius,158800,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
712,パナソニック,ギュット,ギュット・アニーズ・EX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?ex/ius,,20,1,20×2.125 HE,ブリックレッド,/ブリックレッド/ius,158800,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
713,パナソニック,ギュット,ギュット・アニーズ・EX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?ex/ius,,20,1,20×2.125 HE,マットネイビー,/マットネイビー/ius,158800,25.2,16,34.3,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
714,パナソニック,ギュット,ギュット･アニーズ・DX・26,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx[\\s・]?26/ius,,26,1,26×1.75 HE,マットジェットブラック,/マットジェットブラック/ius,139800,25.2,16,34.1,96,70,60,内装3段,146,162,765,クラス27標準装備,,,20181217
715,パナソニック,ギュット,ギュット･アニーズ・DX・26,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx[\\s・]?26/ius,,26,1,26×1.75 HE,オフホワイト,/オフホワイト/ius,139800,25.2,16,34.1,96,70,60,内装3段,146,162,765,クラス27標準装備,,,20181217
716,パナソニック,ギュット,ギュット･アニーズ・DX・26,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx[\\s・]?26/ius,,26,1,26×1.75 HE,マットオリーブ,/マットオリーブ/ius,139800,25.2,16,34.1,96,70,60,内装3段,146,162,765,クラス27標準装備,,,20181217
717,パナソニック,ギュット,ギュット･アニーズ・DX・26,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx[\\s・]?26/ius,,26,1,26×1.75 HE,マットネイビー,/マットネイビー/ius,139800,25.2,16,34.1,96,70,60,内装3段,146,162,765,クラス27標準装備,,,20181217
718,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,マットジェットブラック,/マットジェットブラック/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
719,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,オフホワイト,/オフホワイト/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
720,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,マットオリーブ,/マットオリーブ/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
721,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,マットネイビー,/マットネイビー/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
722,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,マットブルーグレー,/マットブルーグレー/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
723,パナソニック,ギュット,ギュット・アニーズ・DX,,,20181101,2019,,/ギュット[\\s・]?アニーズ[\\s・]?dx/iu,,20,1,20×2.125 HE,マットハニー,/マットハニー/ius,139800,25.2,16,34,80,60,50,内装3段,142,155,735,クラス27標準装備,低床,,20181217
724,パナソニック,,ビビライフ,,,,2018,,/ビビ[\\s・]?ライフ/ius,,18/16,1,18×1.75HE / 16×1.75HE,STチタンシルバー,/STチタンシルバー/ius,195000,25.2,16,33.8,93,67,56,内装3段,136,,685,,,,20190103
725,パナソニック,,ビビライフ,,,,2018,,/ビビ[\\s・]?ライフ/ius,,18/16,1,18×1.75HE / 16×1.75HE,USブルー,/USブルー/ius,195000,25.2,16,33.8,93,67,56,内装3段,136,,685,,,,20190103
726,パナソニック,,ビジネスビビ,,,,2016,,/ビジネス[\\s・]?ビビ/ius,,20,1,20×1 3/4WO,モダンシルバー,/モダンシルバー/ius,177000,25.2,13.2,34.3,80,53,45,内装3段,142,,750,標準装備,,,20190103
727,パナソニック,,ビジネスビビ,,,,2016,,/ビジネス[\\s・]?ビビ/ius,,24,1,24×1-1/2 ,モダンシルバー,/モダンシルバー/ius,177000,25.2,13.2,36.3,59,45,38,内装3段,146,,790,標準装備,,,20190103
728,パナソニック,,パートナー・U,,,,2018,,/パートナー[\\s・]?u/ius,,24,,24×1-1/2 WO,モダンシルバー,/モダンシルバー/ius,177000,25.2,16,35.7,76,55,46,内装3段,142,,745,標準装備,,,20190102
729,パナソニック,,パートナー・DX,,,,2017,,/パートナー[\\s・]?dx/ius,,26,,26×1-1/2 WO,モダンシルバー,/モダンシルバー/ius,177000,25.2,16,37,76,55,46,内装3段,145,,765,標準装備,,,20190102
730,パナソニック,,パートナー・DX,,,,2018,,/パートナー[\\s・]?dx/ius,,26,1,26×1-1/2 WO,モダンシルバー,/モダンシルバー/ius,177000,25.2,16,37,76,55,46,内装3段,145,,765,標準装備,,,20190102
731,パナソニック,,ハリヤ,,BE-ELH242A,,2018,,/ハリヤ/ius,,26,1,26×1.90HE,マットナイト,/マットナイト/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20181217
732,パナソニック,,ハリヤ,,BE-ELH242A,,2018,,/ハリヤ/ius,,26,1,26×1.90HE,クリスタルホワイト,/クリスタルホワイト/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20181217
733,パナソニック,,ハリヤ,,BE-ELH242A,,2018,,/ハリヤ/ius,,26,1,26×1.90HE,ストーングレー,/ストーングレー/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20181217
734,パナソニック,,ハリヤ,,BE-ELH242A,,2018,,/ハリヤ/ius,,26,1,26×1.90HE,フラッシュアクア,/フラッシュアクア/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20181217
735,パナソニック,,ハリヤ,,BE-ELH242B,,2019,,/ハリヤ/ius,,26,1,26×1.90HE,マットナイト,/マットナイト/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20190330
736,パナソニック,,ハリヤ,,BE-ELH242B,,2019,,/ハリヤ/ius,,26,1,26×1.90HE,クリスタルホワイト,/クリスタルホワイト/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20190330
737,パナソニック,,ハリヤ,,BE-ELH242B,,2019,,/ハリヤ/ius,,26,1,26×1.90HE,ストーングレー,/ストーングレー/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20190330
738,パナソニック,,ハリヤ,,BE-ELH242B,,2019,,/ハリヤ/ius,,26,1,26×1.90HE,フラッシュアクア,/フラッシュアクア/ius,129000,25.2,12,22.8,73,54,45,外装7段,150,,805,取付可,,,20190330
739,パナソニック,,ハリヤ,,,,2016,,/ハリヤ/ius,,26,1,26×1.90HE,マットナイト,/マットナイト/ius,129000,25.2,12,22.8,73,57,48,外装7段,150,,805,取付可,,,20190105
740,パナソニック,,ハリヤ,,,,2016,,/ハリヤ/ius,,26,1,26×1.90HE,クリスタルホワイト,/クリスタルホワイト/ius,129000,25.2,12,22.8,73,57,48,外装7段,150,,805,取付可,,,20190105
741,パナソニック,,ハリヤ,,,,2016,,/ハリヤ/ius,,26,1,26×1.90HE,フレアレッド,/フレアレッド/ius,129000,25.2,12,22.8,73,57,48,外装7段,150,,805,取付可,,,20190105
742,パナソニック,,ハリヤ,,,,2016,,/ハリヤ/ius,,26,1,26×1.90HE,フラッシュアクア,/フラッシュアクア/ius,129000,25.2,12,22.8,73,57,48,外装7段,150,,805,取付可,,,20190105
743,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,440,700,1,700×38C,マットチャコールブラック,/マットチャコールブラック/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20181217
744,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,440,700,1,700×38C,マットバーニングリーブス,/マットバーニングリーブス/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20181217
745,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,440,700,1,700×38C,マットクラウディグレー,/マットクラウディグレー/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20181217
746,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,490,700,1,700×38C,マットチャコールブラック,/マットチャコールブラック/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20181217
747,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,490,700,1,700×38C,マットバーニングリーブス,/マットバーニングリーブス/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20181217
748,パナソニック,,ジェッター,,BE-ELHC44A,,2018,,/ジェッター/ius,490,700,1,700×38C,マットクラウディグレー,/マットクラウディグレー/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20181217
749,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,440,700,1,700×38C,マットチャコールブラック,/マットチャコールブラック/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20190312
750,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,440,700,1,700×38C,マットバーニングリーブス,/マットバーニングリーブス/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20190312
751,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,440,700,1,700×38C,マットクラウディグレー,/マットクラウディグレー/ius,150000,25.2,16,21.4,85,65,58,外装8段,154,,810,取付可,,,20190312
752,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,490,700,1,700×38C,マットチャコールブラック,/マットチャコールブラック/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20190312
753,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,490,700,1,700×38C,マットバーニングリーブス,/マットバーニングリーブス/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20190312
754,パナソニック,,ジェッター,,BE-ELHC44B,,2019,,/ジェッター/ius,490,700,1,700×38C,マットクラウディグレー,/マットクラウディグレー/ius,150000,25.2,16,21.6,85,65,58,外装8段,164,,860,取付可,,,20190312
755,パナソニック,,グリッター・A,,,,2016,,/グリッター[\\s・]?A/ius,,26,1,26×1 3/8 WO,ロイヤルレッド,/ロイヤルレッド/ius,104800,25.2,8,22.5,52,35,31,内装3段,146,,765,取付可,,,20190105
756,パナソニック,,グリッター・A,,,,2016,,/グリッター[\\s・]?A/ius,,26,1,26×1 3/8 WO,ピュアブラック,/ピュアブラック/ius,104800,25.2,8,22.5,52,35,31,内装3段,146,,765,取付可,,,20190105
757,パナソニック,,グリッター・A,,,,2016,,/グリッター[\\s・]?A/ius,,26,1,26×1 3/8 WO,アクティブホワイト,/アクティブホワイト/ius,104800,25.2,8,22.5,52,35,31,内装3段,146,,765,取付可,,,20190105
758,パナソニック,,グリッター・A,,,,2016,,/グリッター[\\s・]?A/ius,,26,1,26×1 3/8 WO,ピスタチオ,/ピスタチオ/ius,104800,25.2,8,22.5,52,35,31,内装3段,146,,765,取付可,,,20190105
759,パナソニック,,グリッター,,BE-ELGL033,,2018,,/グリッター/ius,,20,,20×1.95HE,ココモミルク,/ココモミルク/ius,110000,25.2,12,24.5,75,54,42,内装3段,142,,745,取付可,,,20181217
760,パナソニック,,グリッター,,BE-ELGL033,,2018,,/グリッター/ius,,20,,20×1.95HE,マットルージュ,/マットルージュ/ius,110000,25.2,12,24.5,75,54,42,内装3段,142,,745,取付可,,,20181217
761,パナソニック,,グリッター,,BE-ELGL033,,2018,,/グリッター/ius,,20,,20×1.95HE,マットダークブラウン,/マットダークブラウン/ius,110000,25.2,12,24.5,75,54,42,内装3段,142,,745,取付可,,,20181217
762,パナソニック,,グリッター,,BE-ELGL033,,2018,,/グリッター/ius,,20,,20×1.95HE,グレイッシュブルー,/(グレイッシュブルー|グレイッシュレディブルー)/ius,110000,25.2,12,24.5,75,54,42,内装3段,142,,745,取付可,,,20181217
763,パナソニック,,グリッター,,,,2017,,/グリッター/ius,,20,,20×2.0HE,ココモミルク,/ココモミルク/ius,110000,25.2,12,24.6,75,54,42,内装3段,143,,750,取付可,,,20190108
764,パナソニック,,グリッター,,,,2017,,/グリッター/ius,,20,,20×2.0HE,マットダークブラウン,/マットダークブラウン/ius,110000,25.2,12,24.6,75,54,42,内装3段,143,,750,取付可,,,20190108
765,パナソニック,,グリッター,,,,2017,,/グリッター/ius,,20,,20×2.0HE,ピュアブラック,/ピュアブラック/ius,110000,25.2,12,24.6,75,54,42,内装3段,143,,750,取付可,,,20190108
766,パナソニック,,グリッター,,,,2017,,/グリッター/ius,,20,,20×2.0HE,クラシカルレッド,/クラシカルレッド/ius,110000,25.2,12,24.6,75,54,42,内装3段,143,,750,取付可,,,20190108
767,パナソニック,,グリッター,,,,2017,,/グリッター/ius,,20,,20×2.0HE,マットブルーグレー,/マットブルーグレー/ius,110000,25.2,12,24.6,75,54,42,内装3段,143,,750,取付可,,,20190108
768,パナソニック,,カゴ付き SW,サイクルスポット限定,,,2019,,/カゴ付き[\\s・]?SW/ius,,20,1,20×1.75HE/20×2.125HE,マットジェットブラック,/マットジェットブラック/ius,,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
769,パナソニック,,カゴ付き SW,サイクルスポット限定,,,2019,,/カゴ付き[\\s・]?SW/ius,,20,1,20×1.75HE/20×2.125HE,マットクラウディグレー,/マットクラウディグレー/ius,,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
770,パナソニック,,カゴ付き SW,サイクルスポット限定,,,2019,,/カゴ付き[\\s・]?SW/ius,,20,1,20×1.75HE/20×2.125HE,デザートイエロー,/デザートイエロー/ius,,25.2,8,21.6,,36,,,147,,775,クラス27取付可,低床,,20181217
771,パナソニック,,オフタイム,,BE-ELW072A,,2018,,/オフタイム/ius,,18/20,1,18×1.75HE/20×1.75HE,マットナイト×ブラック,/(マットナイト×ブラック|マットナイト)/ius,127000,25.2,8,20.5,54,40,31,外装7段,148,,780,,,,20181217
772,パナソニック,,オフタイム,,BE-ELW072A,,2018,,/オフタイム/ius,,18/20,1,18×1.75HE/20×1.75HE,パールホワイト×ブラック,/(パールホワイト×ブラック|パールホワイト)/ius,127000,25.2,8,20.5,54,40,31,外装7段,148,,780,,,,20181217
773,パナソニック,,オフタイム,,BE-ELW072A,,2018,,/オフタイム/ius,,18/20,1,18×1.75HE/20×1.75HE,オレンジ×ブラック,/(オレンジ×ブラック|オレンジ)/ius,127000,25.2,8,20.5,54,40,31,外装7段,148,,780,,,,20181217
774,パナソニック,,オフタイム,,BE-ELW072A,,2018,,/オフタイム/ius,,18/20,1,18×1.75HE/20×1.75HE,ブルーグレー×ブラック,/(ブルーグレー×ブラック|ブルーグレー)/ius,127000,25.2,8,20.5,54,40,31,外装7段,148,,780,,,,20181217
775,パナソニック,,XU1,,,,2018,,/XU1/ius,,700,1,700×50C,シャインパールホワイト,/シャインパールホワイト/ius,225000,36,8,24.5,82,57,44,外装9段 ,159,,850,標準装備,,,20190103
